task_ids,text,labels,num_annotators
"[199, 40, 264, 299, 141, 173, 143, 248, 11418, 444, 733]","5. Az OTP Bank Nyrt. a hitelnyújtás feltételeként szabhatja, hogy az Ügyfél köteles beszámolni valamennyi, más hitelintézetnél és/vagy pénzforgalmi szolgáltatónál lévő bankszámlájáról, fizetési számlájáról, valamint esetleges egyéb üzleti érdekeltségeiről; illetve azt, hogy az Ügyfél tartozásának fennállása alatt rendszeresen az OTP Bank Nyrt. rendelkezésére bocsássa év végi, valamint évközi üzleti mérlegeit. A hitel nyújtása előtt és annak lejárati ideje alatt az OTP Bank Nyrt. jogosult és köteles tájékozódni a hitelfelvevő, illetve a kezes, egyéb biztosítékot nyújtó vagyoni viszonyairól, üzleti eredményeiről és várható fejlődéséről, a hitelkövetelést biztosító mellékkötelezettségek értékéről és érvényesíthetőségéről.","{'1-Nagyon nehezen érthető': 2, '2-Nehezen érthető': 7, '3-Többé/kevésbé megértem': 5, '4-Érthető': 1}",15
"[129, 450, 739, 164, 195, 6, 8, 205, 46, 113, 7826, 179]","Felhasználó: K&H vállalkozói e-bank szolgáltatás esetében az Ügyfél által, a szolgáltatásra irányadó feltételek szerint elektronikus banki műveletek végzésére felhatalmazott bármely személy.","{'4-Érthető': 7, '5-Könnyen érthető': 4, '2-Nehezen érthető': 4, '3-Többé/kevésbé megértem': 5}",20
"[130, 451, 740, 165, 196, 7, 9, 206, 47, 114, 7827, 180]","Hirdetmény: A Bank által az ügyfélforgalom számára nyitva álló helyiségében, a szolgáltatások igénybevételeinek feltételeit tartalmazó közlemény. A Hirdetmény tartalmazza többek között a szolgáltatások tartalmát, az igénybevételéhez szükséges eszközök paramétereit, illetve a díjakat, jutalékokat.","{'3-Többé/kevésbé megértem': 5, '5-Könnyen érthető': 4, '4-Érthető': 9, '2-Nehezen érthető': 2}",20
"[131, 452, 741, 166, 197, 8, 10, 207, 48, 115, 7828, 181]","Hozzáférési jog: A Felhasználó azon joga, mely egyértelműen meghatározza, hogy a Felhasználó a K&H e-bank szolgáltatás keretében milyen típusú elektronikus banki műveleteket végezhet.","{'5-Könnyen érthető': 12, '4-Érthető': 7, '3-Többé/kevésbé megértem': 1}",20
"[132, 453, 742, 167, 198, 9, 11, 208, 49, 116, 7829, 182]","Induló sms aktivizáló kód: A Bank az Ügyfél részére az e-azonosító számmal együtt átadott egyszer használatos jelszó, amelynek megküldésével az Ügyfél aktiválja az e-azonosító számát és megkapja az e- bank felületre történő első belépéshez szükséges egyszer használatos jelszót a banktól sms-ben.","{'3-Többé/kevésbé megértem': 6, '5-Könnyen érthető': 9, '4-Érthető': 4, '2-Nehezen érthető': 1}",20
"[133, 454, 743, 168, 199, 10, 12, 209, 50, 117, 7830, 183]","K&H e-bank szolgáltatás: A Bank által az Ügyfelek részére nyújtott szolgáltatás, amely során az Ügyfelek a kapcsolódó kondíciókról az ide vonatkozó Hirdetményekben meghatározott, és K&H lakossági e-bank szolgáltatás esetén az https://ebank.khb.hu/lakossag, K&H trambulin e-bank szolgáltatás esetén az https://ebank.khb.hu/trambulin, K&H vállalkozói e-bank szolgáltatás esetén a https://ebank.khb.hu/vallalat internetes címen elérhető szolgáltatásokat vehetik igénybe.","{'1-Nagyon nehezen érthető': 1, '5-Könnyen érthető': 1, '4-Érthető': 5, '2-Nehezen érthető': 8, '3-Többé/kevésbé megértem': 5}",20
"[134, 455, 744, 169, 200, 11, 13, 210, 51, 118, 7831, 184]",Meghajtó program: A chipkártya-olvasó üzemeltetéséhez szükséges program.,"{'5-Könnyen érthető': 14, '4-Érthető': 4, '3-Többé/kevésbé megértem': 1, '2-Nehezen érthető': 1}",20
"[135, 745, 170, 201, 12, 14, 211, 52, 119, 7832, 185]",Minimális konfiguráció: A szolgáltatás igénybevételéhez szükséges minimális technikai feltételek.,"{'5-Könnyen érthető': 16, '3-Többé/kevésbé megértem': 1, '1-Nagyon nehezen érthető': 1, '2-Nehezen érthető': 1}",19
"[136, 457, 746, 171, 202, 13, 15, 212, 53, 120, 7833, 186]","Nyilvános helyen történő üzemeltetés: Bármely a banki, illetőleg az otthoni számítógép-használat körén kívül eső hely.","{'5-Könnyen érthető': 18, '4-Érthető': 1, '3-Többé/kevésbé megértem': 1}",20
"[137, 458, 747, 172, 203, 14, 16, 213, 54, 121, 7834, 187]",Olvasó: A szolgáltatás igénybevételéhez szükséges chipkártya-olvasó.,"{'5-Könnyen érthető': 18, '3-Többé/kevésbé megértem': 2}",20
"[138, 459, 748, 173, 204, 15, 17, 214, 55, 122, 7835, 188]","PIN kód (Personal Identification Number): Az a szigorú biztonsági előírások mellett készített, újra elő nem állítható, adott személyre vonatkozó titkos személyi azonosító kód, amelyet a Bank az Ügyfél/Felhasználó részére eljuttat, és amely lehetővé teszi az azonosító kártya használatával a szolgáltatás igénybevételét.","{'4-Érthető': 10, '5-Könnyen érthető': 8, '3-Többé/kevésbé megértem': 2}",20
"[139, 460, 749, 174, 205, 16, 18, 215, 56, 123, 7836, 189]","Ügyfél: A szolgáltatás alapjául szolgáló bankszámlaszerződéssel rendelkező természetes személy, illetve gazdálkodó és egyéb szervezetek.","{'5-Könnyen érthető': 12, '4-Érthető': 5, '3-Többé/kevésbé megértem': 2}",19
"[140, 461, 750, 175, 206, 17, 19, 216, 57, 124, 7837, 190]","Üzemeltető: Az, aki a Banktól függetlenül biztosítja a szolgáltatás eléréséhez szükséges, Hirdetményben meghatározott eszközöket.","{'3-Többé/kevésbé megértem': 2, '5-Könnyen érthető': 9, '4-Érthető': 6, '2-Nehezen érthető': 2}",19
"[192, 142, 463, 752, 177, 208, 19, 21, 218, 59, 126, 7839]","2.1 A Bank a vonatkozó ÁSZF, a vonatkozó Hirdetmény és a Bank Üzletszabályzatának Ügyfél/Felhasználó általi elfogadásával K&H e-bank szolgáltatást nyújt az Ügyfél/Felhasználó részére, s e szolgáltatások igénybevételéhez – az Ügyfél rendelkezésének megfelelően – e-bank azonosító kártyát vagy – az ügyfél választása szerint - e-azonosító számot bocsát ki.","{'2-Nehezen érthető': 9, '3-Többé/kevésbé megértem': 7, '4-Érthető': 3}",19
"[7840, 193, 143, 464, 753, 178, 209, 20, 22, 219, 60, 127]","2.2 Az Ügyfél köteles rendelkezni az e-bank szolgáltatás igénybevételéhez szükséges, a Bank által meghatározott berendezésekkel, illetőleg ilyen berendezések használatára jogosultnak kell lennie. Ezen berendezések valamint a szolgáltatás igénybevételéhez szükséges egyéb eszközök műszaki jellemzőit, használatát az Ügyfél köteles megismerni.","{'4-Érthető': 7, '5-Könnyen érthető': 4, '3-Többé/kevésbé megértem': 4, '2-Nehezen érthető': 3, '1-Nagyon nehezen érthető': 1}",19
"[128, 7841, 194, 144, 465, 754, 179, 210, 21, 23, 220, 61]",2.3 Az Ügyfél/Felhasználó az e-bank szolgáltatás keretében banki szolgáltatásokat vehet igénybe. A szolgáltatási kört a Bank ügyfélforgalom számára nyitva álló helyiségeiben és az interneten közzétett Hirdetmény tartalmazza.,"{'5-Könnyen érthető': 8, '4-Érthető': 6, '3-Többé/kevésbé megértem': 4, '2-Nehezen érthető': 1}",19
"[129, 7842, 195, 145, 466, 755, 180, 211, 22, 24, 221, 62]","2.4 A Bank a szolgáltatások igénybevételéért a Hirdetményben meghatározott díjakat, költségeket vagy jutalékokat számítja fel. A Bank jogosult az esedékes díjakat, jutalékokat illetve költségeket a Hirdetményben meghatározott időpontban az Ügyfél bankszámlájára terhelni. A Hirdetményben közzétett díjak, költségek, jutalékok nem tartalmazzák a szolgáltatások igénybevételével végrehajtott tranzakcióknak a vonatkozó Hirdetményben meghatározott mértékű díjait, költségeit, jutalékait.","{'3-Többé/kevésbé megértem': 10, '2-Nehezen érthető': 5, '4-Érthető': 2, '5-Könnyen érthető': 2}",19
"[130, 7843, 196, 146, 467, 756, 181, 212, 23, 25, 222, 63]","2.5 Az Ügyfél a Bankkal szemben, a jelen ÁSZF alapján keletkező valamennyi fizetési kötelezettségének köteles esedékességkor, illetve felmerülésekor eleget tenni. A Bank jogosult arra, hogy az Ügyféllel szemben keletkező követelését az Ügyfél banknál vezetett bármely számlájával szemben elszámolja, illetve az Ügyfél egyéb számláján alapuló, vagy a Bankkal szemben egyébként fennálló követelésébe beszámítsa.","{'4-Érthető': 7, '3-Többé/kevésbé megértem': 11, '1-Nagyon nehezen érthető': 1}",19
"[64, 131, 7844, 197, 147, 468, 757, 182, 213, 24, 26, 223]","2.6 A szolgáltatás igénybevételére az Ügyfél/Felhasználó attól a naptól kezdve jogosult, amely napon a szolgáltatás igénybevételéhez szükséges e-bank azonosító kártyát, valamint a PIN kódot átvette, illetőleg e-azonosító szám igénylése esetén az e-azonosító számról és a hozzá kapcsolódó induló sms aktivizáló kódról az igénylés és a Bank által kibocsátott tájékoztató levél egy példányának átvételekor értesült.","{'5-Könnyen érthető': 4, '4-Érthető': 6, '3-Többé/kevésbé megértem': 7, '2-Nehezen érthető': 2}",19
"[224, 65, 132, 7845, 198, 148, 469, 758, 183, 214, 25, 27]","2.7 A Bank az e-bank azonosító kártya, az e-azonosító szám valamint a szolgáltatás igénybevételéhez szükséges chipkártya-olvasó átvételéről és módjáról értesíti az Ügyfelet/Felhasználót. Amennyiben az Ügyfél a Bank mindenkori értesítése alapján nem veszi át az elkészített e-bank azonosító kártyát, illetve az e-azonosító számot, a Bank az ebből származó károkért (különösen az e-bank azonosító kártya, illetve e-azonosító szám használati idejének rövidülése) felelősséget nem vállal. A Bank az át nem vett e-bank azonosító kártya, illetve e-azonosító szám vonatkozásában is érvényesíti az e-bank azonosító kártya, illetve e-azonosító szám Hirdetményben meghatározott díját.","{'2-Nehezen érthető': 7, '4-Érthető': 5, '3-Többé/kevésbé megértem': 5, '1-Nagyon nehezen érthető': 2}",19
"[225, 66, 215, 133, 7846, 199, 149, 470, 759, 184, 26, 28]","2.8 Az Ügyfél/Felhasználó az ÁSZF-nek megfelelően igénybe vett szolgáltatás esetén a beazonosítást követően adott utasításokat sajátjaként ismeri el, azokért teljes felelősséget vállal.","{'5-Könnyen érthető': 7, '4-Érthető': 9, '2-Nehezen érthető': 1, '3-Többé/kevésbé megértem': 1}",18
"[226, 67, 134, 7847, 200, 150, 471, 760, 185, 27, 29, 216]",2.11 Az Ügyfél az általa a szolgáltatás használatára felhatalmazott Felhasználókat és hozzáférési jogainak terjedelmét az Adatlap elnevezésű nyomtatványon adja meg a Banknak.,"{'4-Érthető': 10, '5-Könnyen érthető': 7, '2-Nehezen érthető': 1}",18
"[227, 68, 217, 135, 7848, 201, 151, 472, 761, 186, 28, 30]","2.14 Tekintettel arra, hogy az Ügyfél K&H Trambulin 14+ számla esetén korlátozottan cselekvőképes kiskorú személy, a K&H Trambulin e-bank szolgáltatás érvényes igénybevételéhez szükséges, hogy az Ügyfél törvényes képviselője „hozzájáruló nyilatkozatot tegyen és készfizető kezességvállalást vállaljon.","{'4-Érthető': 8, '3-Többé/kevésbé megértem': 7, '5-Könnyen érthető': 2, '2-Nehezen érthető': 1}",18
"[32, 229, 70, 137, 7850, 203, 219, 153, 474, 763, 188, 30]","3.1 A Bank biztosítja az Ügyfél/Felhasználó részére – igényének megfelelően – a Bank tulajdonát képező, a szolgáltatás igénybevételéhez szükséges eszközöket: az e-bank azonosító kártyát és az Olvasót, valamint az ezek használatát bemutató telepítési útmutatót. A szolgáltatás igénybevételét segítő felhasználói kézikönyv lakossági e-bank szolgáltatás esetén a https://ebank.khb.hu/lakossag, trambulin e-bank szolgáltatás esetén a https://ebank.khb.hu/trambulin, míg vállalkozói e-bank szolgáltatás esetén a https://ebank.khb.hu/vallalat oldalon tölthető le. Az olvasó a Bank tulajdonát képezi, az Ügyfél/Felhasználó, mint birtokos azt csak használatba kapja.","{'3-Többé/kevésbé megértem': 6, '4-Érthető': 4, '1-Nagyon nehezen érthető': 2, '2-Nehezen érthető': 6}",18
"[33, 230, 71, 138, 7851, 204, 220, 154, 475, 764, 189, 31]","3.2 Az Ügyfél köteles a Bank által rendelkezésére bocsátott olvasót és e-bank azonosító kártyát rendeltetésének megfelelően használni, annak állagát, épségét megőrizni. Az Ügyfél köteles az olvasóban bekövetkezett károkat a Banknak, a Hirdetmény szerint megtéríteni. Az olvasó és az e-bank azonosító kártya használata során az Ügyfél köteles a Bank által a rendelkezésére bocsátott telepítési útmutató szerint eljárni, az abban meghatározott előírásokat betartani.","{'4-Érthető': 10, '2-Nehezen érthető': 1, '3-Többé/kevésbé megértem': 6}",17
"[32, 34, 231, 72, 139, 7852, 205, 221, 155, 476, 765, 190]","3.3 A Bank fenntartja a jogát arra, hogy az olvasó használata vonatkozásában további előírásokat határozzon meg.","{'5-Könnyen érthető': 14, '4-Érthető': 2}",16
"[33, 35, 232, 73, 140, 7853, 206, 222, 156, 477, 766, 191]","3.4 Az Ügyfél köteles haladéktalanul értesíteni a Bankot az olvasó megrongálódásáról, meghibásodásáról, elvesztéséről, ellopásáról, illetve minden egyéb az olvasót érintő eseményről. Meghibásodás esetén az Ügyfél kérésére a Bank gondoskodik az olvasó cseréjéről.","{'4-Érthető': 7, '5-Könnyen érthető': 8, '3-Többé/kevésbé megértem': 1}",16
"[192, 34, 223, 36, 233, 74, 141, 7854, 207, 157, 478, 767]","3.5 A Bank az e-bank azonosító kártyához PIN kódot mellékel, amelyet az Ügyfél zárt borítékban kap kézhez. A Bank az e-bank azonosító kártyát, a PIN borítékot kizárólag az Ügyfél illetve vállalkozói e- bank esetében a Felhasználó részére adja át, az átadáskor meghatalmazást nem fogad el. A PIN boríték sértetlenségét az e-bank azonosító kártya átvételekor az átvételi elismervényen az Ügyfél/Felhasználó igazolja. Amennyiben az Ügyfél csak e-azonosító számot igényel, az e-azonosító számot és a hozzá kapcsolódó sms aktivizáló kódot a Bank tájékoztató levélben határozza meg, amelyet a Bank kizárólag személyesen az Ügyfél részére adhat át. A tájékoztató levél egy példányának átvételét az Ügyfél aláírásával igazolja.","{'1-Nagyon nehezen érthető': 1, '3-Többé/kevésbé megértem': 6, '4-Érthető': 3, '2-Nehezen érthető': 6}",16
"[768, 193, 224, 35, 37, 234, 75, 142, 7855, 208, 158, 479]","3.6 A Bank a szolgáltatással kapcsolatos problémák, ill. az egyes műveletekkel kapcsolatos észrevételek fogadására és kezelésére telefonos ügyfélszolgálatot tart fenn, melyet az ügyfelek a Hirdetményben meghatározott telefonszámon és ügyfélszolgálati időben érhetnek el.","{'5-Könnyen érthető': 6, '4-Érthető': 8, '3-Többé/kevésbé megértem': 2}",16
"[480, 769, 194, 225, 36, 38, 235, 76, 143, 7856, 209, 159]","3.7 Ha az Ügyfél elektronikus banki műveletet hajt végre, a megbízás vagy értesítés Bankhoz történő érkezési időpontjának a Bank számítógépes rendszere által megállapított és rögzített időpont tekintendő.","{'3-Többé/kevésbé megértem': 1, '5-Könnyen érthető': 6, '1-Nagyon nehezen érthető': 1, '4-Érthető': 7, '2-Nehezen érthető': 1}",16
"[160, 481, 770, 195, 226, 37, 39, 236, 77, 144, 7857, 210]","3.8 A Bank a szolgáltatás igénybevételével végrehajtott tranzakciók teljesítéséről e-bank szolgáltatás esetén, a bankszámla kivonaton értesíti az Ügyfelet.","{'4-Érthető': 7, '5-Könnyen érthető': 8, '2-Nehezen érthető': 1}",16
"[161, 482, 771, 196, 227, 38, 40, 237, 78, 145, 7858, 211]","3.9 A Bank a szolgáltatások igénybevétele útján felvett megbízásokat, az írásbeli megbízásokkal azonos tartalmi követelményekkel fogadja be és kezeli. A hatályos jogszabályi rendelkezéseknek nem megfelelő, hiányos, hibás vagy egyébként nem megfelelő adatokat tartalmazó megbízások teljesítését a Bank jogosult megtagadni.","{'5-Könnyen érthető': 1, '3-Többé/kevésbé megértem': 4, '4-Érthető': 8, '2-Nehezen érthető': 3}",16
"[162, 483, 772, 197, 228, 39, 41, 238, 79, 146, 7859, 212]","3.10 A Bank nem vállal felelősséget a szolgáltatások nyújtása során felmerült technikai hibákért, illetve a tranzakciók ebből eredő sikertelenségéért.","{'5-Könnyen érthető': 11, '4-Érthető': 4, '3-Többé/kevésbé megértem': 1}",16
"[163, 484, 773, 198, 229, 40, 42, 239, 80, 147, 7860, 213]","3.11 Azon megbízások teljesítését, melyek rögzítése közben valamely technikai probléma merül fel, és ezáltal a megbízás megerősítése és/vagy végrehajtásának visszaigazolása elmarad, a Bank jogosult megtagadni.","{'3-Többé/kevésbé megértem': 3, '5-Könnyen érthető': 7, '4-Érthető': 5, '2-Nehezen érthető': 1}",16
"[164, 485, 774, 199, 230, 41, 43, 240, 81, 148, 7861, 214]","3.12 Amennyiben az Ügyfél az e-bank azonosító kártyát, az e-azonosító számot, a PIN kódot, illetve az sms aktivizáló kódot, valamint az egyszer használatos jelszót nem titkosan, nem megfelelő gondossággal kezeli, vagy más használatába adja, illetve más tudomására hozza, az ebből eredő károk az Ügyfelet terhelik, ezekért a Bank felelősséget nem vállal.","{'3-Többé/kevésbé megértem': 4, '4-Érthető': 8, '5-Könnyen érthető': 3, '2-Nehezen érthető': 1}",16
"[165, 486, 775, 200, 231, 42, 44, 241, 82, 7862, 215]","3.13 A szolgáltatás igénybevételével történő rendelkezésekhez a jogosultság igazolása az e-bank azonosító kártya, és a PIN kód, illetve az e-azonosító szám és az egyszer használatos jelszó együttes használatával történik. A Bank nem vizsgálja az e-bank azonosító kártya, és a PIN kód, illetve az e- azonosító szám és az egyszer használatos jelszó használójának a használatra vonatkozó jogosultságát, illetve a használat körülményeit. Az illetéktelen használatból eredő károkért a Bank nem tartozik felelősséggel.","{'3-Többé/kevésbé megértem': 8, '4-Érthető': 5, '2-Nehezen érthető': 1, '5-Könnyen érthető': 1}",15
"[166, 487, 776, 201, 232, 43, 45, 242, 83, 7863, 216]","3.14 Az Ügyfél köteles az általa adott megbízások szükséges fedezetének a teljesítés időpontjában történő rendelkezésre állásáról gondoskodni, ideértve a megbízások teljesítése esetére felszámítandó azon mindenkori díjak, költségek összegét is, melyek a megbízás teljesítésével egyidejűleg esedékesek. Amennyiben a megbízások költségeinek fedezetére az ügyfél számlája nem szolgál megfelelő fedezetül, a Bank jogosult a megbízás teljesítését visszautasítani.","{'3-Többé/kevésbé megértem': 7, '1-Nagyon nehezen érthető': 2, '4-Érthető': 3, '2-Nehezen érthető': 3}",15
"[167, 488, 777, 202, 233, 44, 46, 243, 84, 7864, 217]",3.15 A Bank a szolgáltatások igénybevétele útján felvett megbízásokat a megbízások befogadásának és teljesítésének rendjéről szóló Hirdetményében meghatározott határidőn belül teljesíti.,"{'5-Könnyen érthető': 5, '4-Érthető': 7, '2-Nehezen érthető': 2, '3-Többé/kevésbé megértem': 1}",15
"[168, 489, 778, 203, 234, 45, 47, 244, 85, 7865, 218]","3.16 A Bank a szolgáltatások igénybevétele útján megadott megbízást és azok teljesítését számítástechnikai rendszere útján rögzíti. Az Ügyfél/Felhasználó elfogadja a Bank rendszerében rögzített adatok valódiságát, esetleges jogvita esetén bizonyítékként ismeri el azokat, mind a megbízás megadására, mind annak teljesítésére vonatkozóan.","{'4-Érthető': 6, '3-Többé/kevésbé megértem': 5, '2-Nehezen érthető': 3, '5-Könnyen érthető': 1}",15
"[169, 490, 779, 204, 235, 46, 48, 245, 86, 7866, 219]","3.17 A Bank minden elvárhatót megtesz annak érdekében, hogy az Ügyfél adatai – elektronikus úton történő adattovábbítás esetén - illetéktelen személyek részére ne lehessenek hozzáférhetőek. Az Ügyfél tudomásul veszi, hogy amennyiben valamely adat a Bank elvárható gondossága ellenére harmadik személy részére hozzáférhetővé válik, az ebből eredő kárért a Bankkal szemben igényt nem támaszt.","{'4-Érthető': 7, '5-Könnyen érthető': 3, '3-Többé/kevésbé megértem': 5}",15
"[170, 491, 780, 205, 236, 47, 49, 246, 87, 7867, 220]","3.18 Az Ügyfél haladéktalanul köteles bejelenteni a Banknak, ha azt észleli, hogy a számlakivonaton jogosulatlan műveletet tűntettek fel. A reklamáció a Bankkal szembeni kötelezettségekre nem jelent halasztási lehetőséget. A bejelentést az Ügyfél írásban, a Bank bármely fiókjában megteheti.","{'5-Könnyen érthető': 3, '4-Érthető': 7, '2-Nehezen érthető': 3, '3-Többé/kevésbé megértem': 2}",15
"[171, 492, 781, 206, 237, 48, 50, 247, 88, 7868, 221]","3.19 A Bank nem felel azokért az eseményekért, nem teljesítésekért, amelyek abból adódnak, hogy Ügyfél nem vagy nem megfelelően alkalmazza az e-bank azonosító kártyát, az e-azonosító számot, illetve az olvasót, vagy nem a rendeltetésszerű használatukhoz szükséges környezetben alkalmazza azokat. Rendeltetésszerű használathoz szükséges környezeten az ÁSZF-ben meghatározott paraméterű eszközöket, a Bank által rendelkezésre bocsátott telepítő program komponenseit valamint az ezek állandó használatára alkalmas mindenkori technikai környezetet kell érteni.","{'2-Nehezen érthető': 7, '3-Többé/kevésbé megértem': 5, '1-Nagyon nehezen érthető': 2, '4-Érthető': 1}",15
"[172, 493, 782, 207, 238, 49, 51, 248, 89, 7869, 222]","3.20 A Bank kizárja felelősségi köréből azokat a káreseményeket is, amelyek abból erednek, hogy az Ügyfél nem az előírt módon kezeli, tárolja, használja az e-bank azonosító kártyát, az e-azonosító számot, az sms aktivizáló kódot és az egyszer használatos jelszót, illetve a PIN kódot.","{'5-Könnyen érthető': 4, '4-Érthető': 9, '2-Nehezen érthető': 1, '3-Többé/kevésbé megértem': 1}",15
"[173, 494, 783, 208, 239, 50, 52, 249, 90, 7870, 223]","3.21 A Bank fenntartja a jogot, hogy alkalomszerűen - rendszerkarbantartás miatt – rövid időre nem biztosítja a rendszer rendelkezésre állását. A Bank vállalja, hogy az előrelátható szüneteltetés időpontjáról a rendszeren keresztül tájékoztatja az Ügyfelet/Felhasználót. A szüneteltetésből adódó esetleges károkért a Bank nem vállal felelősséget.","{'4-Érthető': 6, '5-Könnyen érthető': 7, '3-Többé/kevésbé megértem': 1}",14
"[224, 174, 495, 784, 209, 240, 51, 53, 250, 91, 7871]",3.22 A Bank az Ügyfél bármely okból benyújtott panaszának megalapozottságát saját hatáskörben vizsgálja meg és dönt a szükséges intézkedésekről. A Bank az Ügyfél panaszának elbírálásáról 15 napon belül küld értesítést.,"{'5-Könnyen érthető': 9, '4-Érthető': 5}",14
"[7873, 226, 176, 497, 786, 211, 242, 53, 55, 252, 93]",4.1 K&H lakossági e-bank esetében a 2003. január 1. előtt kiadott e-bank azonosító kártyák lejáratának ideje a kártyán év és hónap szerint van feltüntetve. Az ezt követő időpont után legyártott e-bank azonosítók kártyák esetében az érvényességi idő feltüntetésének módja hónap/év. Az e-bank azonosító kártya a lejárati hónap utolsó nap 24.00 óráig érvényes. A lejárati idő az e-bank azonosító kártyán látható módon kerül feltüntetésre.,"{'4-Érthető': 7, '5-Könnyen érthető': 2, '1-Nagyon nehezen érthető': 1, '3-Többé/kevésbé megértem': 4}",14
"[7874, 227, 177, 498, 787, 212, 243, 54, 56, 253, 94]","4.2 Az e-bank azonosító kártyát, illetve az e-azonosító számot kizárólag az Ügyfél/Felhasználó jogosultó használni, az át nem ruházható, illetve tilos azt biztosítékul zálogba adni, vagy óvadékként letétbe helyezni.","{'4-Érthető': 7, '5-Könnyen érthető': 6, '1-Nagyon nehezen érthető': 1}",14
